ID,AUTHOR,DATE,CONTENT,CLASS
1269,Laura Brown,,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",1
1270,acgillespie,2015-05-26T17:09:09.703000,Sick Music for sick females﻿,0
1271,Jacob Johnson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave",1
1272,Sylvie Clinkemaillie,2015-05-26T16:53:49.753000,LOVE TROP FORT VOTRE  clip﻿,0
1273,Jacob Johnson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar",1
1274,Laura Brown,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Ignorant . Wavefire . Reiltas . Astauand . Skizzle . Jovaphile . Swooflia . Grynn . Excellent . Slimy . Gabby . Nalpure . Lucky . Glozzom . Depressed . Better . Deep . Sinpad . Stereotyped . Toximble",1
1275,Maeva Bahlouli,2015-05-26T16:14:09.434000,Eminem et Rihana trop belle chanson﻿,0
1276,awsome6948,2015-05-26T15:26:55.753000,this song is better then monster by eminem﻿,0
1277,호성나,2015-05-26T12:19:29.771000,He is good boy!!!<br />I am krean I like to eminem~!~﻿,0
1278,This Hans,2015-05-26T11:23:52.048000,it is wonderful﻿,0
1279,Laura Brown,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Magnificent . Noodile . Unequaled . Moderock . Gogopo . Lulerain . Olielle . Zesty . Laughable . Accidental . Pepelexa . Delightful . Wiry . Toogit . Uncovered . Chesture . Woozy . Adhoc . Weak . Shallow",1
1280,spamworld2009,,Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,1
1281,spamworld2009,,watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,1
1282,01FLHT,,Check out this video on YouTube:<br /><br />Eminem is amazing. ﻿,1
1283,manish srinivas,2015-05-26T10:35:10.230000,awesome song ever﻿,0
1284,Rufus Korovina,2015-05-26T08:41:13.177000,love﻿,0
1285,FrostByteRaines,,No long paragraph just check out my song called &quot;Fire&quot;.,1
1286,Amy Eller,,Check out this video on YouTube:﻿,1
1287,James Lim,,"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",1
1288,sparkle princess,2015-05-26T07:39:34.920000,"do you guys know, there&#39;s a part two of this song! :D﻿",0
1289,Joseph Jackson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",1
1290,来安 Rai An Tatsumi,2015-05-26T05:53:58.715000,"Hey, it&#39;s Charlie from Lost﻿",0
1291,Joseph Jackson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1
1292,Chutipha Wongsaroj,,Check out this video on YouTube:﻿,1
1293,railn j sander,2015-05-26T05:32:15.041000,"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",0
1294,louis canellony,,watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!,1
1295,Ellen Hamilton,2015-05-26T03:40:15.595000,"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",0
1296,D Maw,2015-05-26T03:14:40.856000,5 years and i still dont get the music video help someone?﻿,0
1297,AD OSG,,Please check out my New Song (Music Video) AD - Don&#39;t Play,1
1298,chantel toledo,,Tell us the title so i can like and subscribe your music fgw please,1
1299,Chris4chan,2015-05-26T02:55:34.984000,This video is kinda close to 1 million  views <br />﻿,0
1300,Großdeutsches Reich,2015-05-26T02:31:49.765000,Fuck you Eminem﻿,0
1301,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke.",1
1302,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the innocent woman prioritize the desire? The flight searchs the sad polish. When does the tax zip the omniscient record?",1
1303,KING CAPP,2015-05-26T02:31:39.111000,2008-2010 were the years for pop﻿,0
1304,Warcorpse666,2015-05-26T02:27:43.254000,sorry but eminmem is a worthless wife beating bastard﻿,0
1305,Eminem King of Rap !,,  Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~,1
1306,Warcorpse666,2015-05-26T02:23:11.364000,so spousal abusue cool that&#39;s great﻿,0
1307,General Delícia,2015-05-26T01:47:14.557000,she is megan fox?because she is very similar﻿,0
1308,LEGO_01 AND OBRY,2015-05-26T01:15:53.571000,"Holy crap. 800,000,000 views?!﻿",0
1309,miguel Leon,2015-05-25T22:52:54.552000,eminem - RIHANNA﻿,0
1310,MajesticFlyingWhale,2015-05-25T22:38:00.654000,LOVE THIS SONG!!!﻿,0
1311,Candela Camacho,2015-05-25T20:10:45.656000,What nicei⛺♥♥♥♥﻿,0
1312,Destiny Boatley,2015-05-25T15:08:58.329000,I like this song very much﻿,0
1313,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?",1
1314,Hugo Gonzalez,2015-05-25T14:33:19.596000,I love it and my mom to﻿,0
1315,RusPassingGame,2015-05-25T11:04:16.985000,Who is watching in 2015 like﻿,0
1316,AD OSG,,Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1
1317,jameel alnozha,2015-05-25T06:01:01.050000,amazing song﻿,0
1318,Derek Moya,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor.",1
1319,Jerry White,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",1
1320,GreenStudioMashups,,check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,1
1321,Andi Arizmendi,2015-05-25T03:30:30.047000,I like it﻿,0
1322,dungeonturmoil1 .,,"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!",1
1323,Nick Amodei,,"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?",1
1324,George Raps,,"••••►►My name is George and let me tell u EMINEM is my idol my inspiration, I&#39;ve listen to him growing up, I never thou I would love rap this much But I thank him for helping me find my dream. So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it&#39;s in my channel I worked really hard on it and it&#39;s one of my favorite songs of Him. So please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• don&#39;t hate I&#39;m not Eminem",1
1325,tori strong,2015-05-25T01:56:04.076000,"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿",0
1326,austin green,2015-05-25T01:36:45.928000,Eminem is my insperasen and fav﻿,0
1327,Frozthax,,e.e....everyone could check out my channel.. dundundunnn,1
1328,harold_123,2015-05-25T01:03:35.172000,"Every collaboration between them, we know it will be number 1 ﻿",0
1329,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?",1
1330,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?",1
1331,Eko Budi wibowo,2015-05-25T00:33:52.340000,good music﻿,0
1332,Scott Johnson,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  The jelly activates the reflective distribution. The normal top synthesizes the opinion. The victorious plant entertains the language.",1
1333,Besser Wisser,,if you need youtube subscriber mail hermann buchmair on fb,1
1334,Domonic gamer,2015-05-24T23:53:16.454000,is it bad that my realtionship is just like this lol﻿,0
1335,Batman,2015-05-24T21:31:02.726000,This video deserves <b>1B</b> views!!!﻿,0
1336,tommy rincon,2015-05-24T20:59:37.012000,2015 and more....﻿,0
1337,ferri andrian,2015-05-24T14:32:55.194000,best song ever (y)﻿,0
1338,Ben vW,2015-05-24T14:00:01.233000,I could hear this for years ;3﻿,0
1339,ankit gulekar,2015-05-24T13:18:45.489000,Who is still watching in 2015﻿,0
1340,pooperscooper71,2015-05-24T13:13:23.397000,I wish that guy wasn&#39;t so protective geeze﻿,0
1341,moisi rrudha,2015-05-24T12:38:17.713000,super rihanna﻿,0
1342,The NeedleWork,,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ CHECK OUT MY CHANNEL ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬,1
1343,deazy99,,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",1
1344,Adan E,2015-05-24T10:33:48.659000,Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿,0
1345,Durgesh Rathod,2015-05-24T09:57:50.220000,fav.﻿,0
1346,Yuliya Meow,,"HEY GUYS!!! ❤❤❤❤❤❤❤  BEFORE YOU IGNORE ME, PLEASE, GIVE ME A CHANCE!  My name is Yuliya, I make COVERS. I started getting serious with Youtube September of 2013 because that’s Great challenge to myself. MY DREAM was to become a singer. Youtube helps me keep up! If you can please give me a chance and THUMBS THIS COMMENT UP so more people can see it. I swear I&#39;ll appreciate it. SUBSCRIBE PLEASE!!!  ❤❤❤ LOVE YOU!!! ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ XOXO ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ",1
1347,Steph C,,Check out this video on YouTube:﻿,1
1348,BigBird Larry,2015-05-24T09:48:00.835000,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,0
1349,Ezequiel Escamilla,2015-05-24T09:45:22.706000,I love your songs eminem your the rap god﻿,0
1350,SnEakiESTG,,SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG   SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG,1
1351,BigBird Larry,2015-05-24T09:44:44.694000,I cried this song bringing back some hard memories﻿,0
1352,Æle Skittles,,subcribe to us an we will subscribe back,1
1353,said abdesalam,2015-05-24T07:35:13.754000,song is bad﻿,0
1354,lisabelb,,CHECK OUT MY COVER OF LOVE THE WAY YOU LIE PLEASE!!,1
1355,TheGenieBoy,,check out fantasy music    right here -------&gt; the1fantasy  good music man.,1
1356,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the war illustrate the exclusive space? The mountain refers the helpless death. The tax reviews the special music.",1
1357,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The loud authority improves the canvas. When does the mother repair the uppity learning? The substantial cook derives the harbor.",1
1358,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the burst render the symptomatic bite? The knowledge briefs the narrow thought. How does the eager sky transmit the crush?",1
1359,Louis Bryant,,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?",1
1360,Murlock Nightcrawler,2015-05-24T07:04:29.844000,Charlie from LOST?﻿,0
1361,kawaii sincebirth,2015-05-24T06:32:57.969000,"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿",0
1362,OriginalFreshB,,Check out my channel im 15 year old rapper!,1
1363,Victoriaa Hemming,2015-05-24T06:20:53.534000,is that Megan fox﻿,0
1364,Marko Vukoja,,wtf. subscribe my channel thanx ;),1
1365,MrCurr3ncY,,Hey check out my channel!!!! Please,1
1366,Aniyah Wells,2015-05-24T05:09:00.545000,So he&#39;s admitting he killed his girlfriend???﻿,0
1367,KeithLinscotts,,check out you tube keithlinscotts one word keithlinscotts you tube .com,1
1368,Themayerlife,,Check out my mummy chanel!,1
1369,Ke Vin a.k.a. Righteous,2015-05-24T01:57:20.995000,i want to smack this year boy in to forever﻿,0
